380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,357,380,380,380,380,380,357,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,357,357,380,380
380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,357,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,380
380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,357,380,380,380
357,380,380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,507,508,509
380,380,357,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,537,538,539
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,989,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,380,380,357,380,380
380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,507,508,509
380,380,380,380,380,380,380,380,380,380,380,357,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,537,538,539
